roi,file,burning_pixels,ha,group
ROI_0141_01,D:\scburning\ROI_0141_01\S2A_MSIL2A_20221015T152641_R025_T18LTN_20221016T075602.tif,158.0,1.58,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20170407T153621_R068_T17MPN_20210209T053659.tif,232.0,2.32,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.tif,231.0,2.31,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20180805T153619_R068_T17MPN_20201010T214144.tif,180.0,1.8,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif,129.0,1.29,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20181103T153619_R068_T17MPN_20201008T153241.tif,270.0,2.7,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20190422T153629_R068_T17MPN_20201105T153234.tif,196.0,1.96,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20190512T153629_R068_T17MPN_20201006T132522.tif,162.0,1.62,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20190706T153621_R068_T17MPN_20201005T100544.tif,104.0,1.04,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20190929T153619_R068_T17MPN_20201004T183540.tif,195.0,1.95,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20191004T153621_R068_T17MPN_20201003T222805.tif,247.0,2.47,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2B_MSIL2A_20191208T153619_R068_T17MPN_20201003T022919.tif,209.0,2.09,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20200421T153621_R068_T17MPN_20200921T122157.tif,130.0,1.3,Lower Whisker
ROI_0144_03,D:\scburning\ROI_0144_03\S2A_MSIL2A_20200630T153621_R068_T17MPN_20200824T164425.tif,154.0,1.54,Lower Whisker
