roi,file,burning_pixels,ha,group
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif,424.0,4.24,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif,311.0,3.11,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.tif,350.0,3.5,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2A_MSIL2A_20210317T153621_R068_T17MPN_20210318T072216.tif,535.0,5.35,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif,439.0,4.39,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2A_MSIL2A_20211112T153621_R068_T17MPN_20211113T044032.tif,297.0,2.97,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.tif,601.0,6.01,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20220506T153619_R068_T17MPN_20220507T172456.tif,398.0,3.98,Lenght Box
ROI_0062_02,D:\scburning\ROI_0062_02\S2B_MSIL2A_20220725T153629_R068_T17MPN_20220727T082159.tif,797.0,7.97,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20171128T153609_R068_T17MPN_20201014T224654.tif,1723.0,17.23,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20171208T153609_R068_T17MPN_20201014T125140.tif,638.0,6.38,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20180127T153609_R068_T17MPN_20201014T092056.tif,1346.0,13.46,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20180211T153621_R068_T17MPN_20201026T024539.tif,736.0,7.36,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339.tif,1247.0,12.47,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20180731T153621_R068_T17MPN_20201011T220520.tif,429.0,4.29,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20180904T153609_R068_T17MPN_20201011T084140.tif,767.0,7.67,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif,632.0,6.32,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20181103T153619_R068_T17MPN_20201008T153241.tif,799.0,7.99,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20190601T153629_R068_T17MPN_20201005T205712.tif,1827.0,18.27,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif,1027.0,10.27,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20191009T153619_R068_T17MPN_20201004T003111.tif,1267.0,12.67,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20200112T153611_R068_T17MPN_20201002T174345.tif,1110.0,11.1,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20200322T153621_R068_T17MPN_20201014T112223.tif,1209.0,12.09,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20200506T153619_R068_T17MPN_20200920T193450.tif,1967.0,19.67,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929.tif,778.0,7.78,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif,484.0,4.84,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507.tif,298.0,2.98,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20200730T153631_R068_T17MPN_20200818T034648.tif,1273.0,12.73,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20200804T153619_R068_T17MPN_20200816T043710.tif,1048.0,10.48,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20201003T153619_R068_T17MPN_20201005T071122.tif,1233.0,12.33,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20201008T153631_R068_T17MPN_20201010T101612.tif,743.0,7.43,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20201117T153621_R068_T17MPN_20201118T220801.tif,859.0,8.59,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20201122T153619_R068_T17MPN_20201123T142559.tif,1181.0,11.81,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20201207T153621_R068_T17MPN_20201208T051833.tif,643.0,6.43,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif,1654.0,16.54,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif,1056.0,10.56,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210131T153619_R068_T17MPN_20210201T214757.tif,1641.0,16.41,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif,338.0,3.38,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.tif,966.0,9.66,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20210615T153621_R068_T17MPN_20210616T010910.tif,1890.0,18.9,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif,1491.0,14.91,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.tif,754.0,7.54,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.tif,1708.0,17.08,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif,385.0,3.85,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20220111T153621_R068_T17MPN_20220112T175106.tif,482.0,4.82,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20220406T153619_R068_T17MPN_20220407T062652.tif,285.0,2.85,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20220521T153631_R068_T17MPN_20220522T204323.tif,464.0,4.64,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20220531T153631_R068_T17MPN_20220601T164042.tif,324.0,3.24,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20220725T153629_R068_T17MPN_20220727T082159.tif,361.0,3.61,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20220903T153619_R068_T17MPN_20220904T010945.tif,553.0,5.53,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2B_MSIL2A_20221202T153619_R068_T17MPN_20221203T224642.tif,477.0,4.77,Lenght Box
ROI_0062_03,D:\scburning\ROI_0062_03\S2A_MSIL2A_20221227T153621_R068_T17MPN_20221228T004155.tif,448.0,4.48,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20170407T153621_R068_T17MPN_20210209T053659.tif,1776.0,17.76,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif,658.0,6.58,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20171108T153609_R068_T17MPN_20201014T190040.tif,352.0,3.52,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20171128T153609_R068_T17MPN_20201014T224654.tif,1138.0,11.38,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20171208T153609_R068_T17MPN_20201014T125140.tif,2182.0,21.82,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20180211T153621_R068_T17MPN_20201026T024539.tif,2145.0,21.45,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20181228T153611_R068_T17MPN_20201008T134224.tif,2298.0,22.98,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20190117T153621_R068_T17MPN_20201008T021733.tif,2112.0,21.12,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif,1379.0,13.79,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif,2387.0,23.87,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20190825T153621_R068_T17MPN_20201005T044032.tif,455.0,4.55,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20190914T153621_R068_T17MPN_20201004T130230.tif,807.0,8.07,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20190929T153619_R068_T17MPN_20201004T183540.tif,808.0,8.08,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20191223T153611_R068_T17MPN_20201003T083758.tif,1584.0,15.84,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200112T153611_R068_T17MPN_20201002T174345.tif,556.0,5.56,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200221T153611_R068_T17MPN_20200927T143620.tif,648.0,6.48,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200322T153621_R068_T17MPN_20201014T112223.tif,1259.0,12.59,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20200327T153619_R068_T17MPN_20201027T115556.tif,528.0,5.28,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif,286.0,2.86,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20200625T153619_R068_T17MPN_20200824T030530.tif,331.0,3.31,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439.tif,536.0,5.36,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200730T153631_R068_T17MPN_20200818T034648.tif,531.0,5.31,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20200928T153621_R068_T17MPN_20200930T183601.tif,467.0,4.67,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20201117T153621_R068_T17MPN_20201118T220801.tif,752.0,7.52,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20201222T153619_R068_T17MPN_20201225T061430.tif,903.0,9.03,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20201227T153621_R068_T17MPN_20201228T080048.tif,421.0,4.21,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif,571.0,5.71,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20210131T153619_R068_T17MPN_20210201T214757.tif,1205.0,12.05,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.tif,1054.0,10.54,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif,1570.0,15.7,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20210416T153611_R068_T17MPN_20210417T065935.tif,403.0,4.03,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20210809T153619_R068_T17MPN_20210810T025025.tif,1063.0,10.63,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif,457.0,4.57,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20211117T153619_R068_T17MPN_20211118T072229.tif,2106.0,21.06,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2B_MSIL2A_20211207T153619_R068_T17MPN_20211208T132438.tif,1061.0,10.61,Lenght Box
ROI_0065_01,D:\scburning\ROI_0065_01\S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif,649.0,6.49,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20170427T153621_R068_T17MPN_20210209T110952.tif,1379.0,13.79,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20171118T153609_R068_T17MPN_20201014T204748.tif,1249.0,12.49,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20171128T153609_R068_T17MPN_20201014T224654.tif,892.0,8.92,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20171203T153611_R068_T17MPN_20201014T115357.tif,1336.0,13.36,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917.tif,1608.0,16.08,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.tif,1191.0,11.91,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20180221T153621_R068_T17MPN_20201013T234923.tif,1263.0,12.63,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20180805T153619_R068_T17MPN_20201010T214144.tif,997.0,9.97,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif,1395.0,13.95,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20181228T153611_R068_T17MPN_20201008T134224.tif,658.0,6.58,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20190825T153621_R068_T17MPN_20201005T044032.tif,1474.0,14.74,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452.tif,2301.0,23.01,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20191128T153619_R068_T17MPN_20201003T203600.tif,1816.0,18.16,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif,788.0,7.88,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20200302T153611_R068_T17MPN_20200926T005039.tif,523.0,5.23,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200506T153619_R068_T17MPN_20200920T193450.tif,1045.0,10.45,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929.tif,990.0,9.9,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200804T153619_R068_T17MPN_20200816T043710.tif,442.0,4.42,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.tif,562.0,5.62,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200824T153619_R068_T17MPN_20200827T151723.tif,719.0,7.19,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20200923T153619_R068_T17MPN_20200926T094926.tif,288.0,2.88,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20201222T153619_R068_T17MPN_20201225T061430.tif,1934.0,19.34,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif,1655.0,16.55,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif,354.0,3.54,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif,1402.0,14.02,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif,684.0,6.84,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210809T153619_R068_T17MPN_20210810T025025.tif,333.0,3.33,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif,2121.0,21.21,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.tif,1481.0,14.81,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2A_MSIL2A_20220809T153631_R068_T17MPN_20220811T035803.tif,400.0,4.0,Lenght Box
ROI_0065_03,D:\scburning\ROI_0065_03\S2B_MSIL2A_20220903T153619_R068_T17MPN_20220904T010945.tif,406.0,4.06,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20170226T153611_R068_T17MPN_20210208T173012.tif,2165.0,21.65,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20170318T153611_R068_T17MPN_20210208T233818.tif,737.0,7.37,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20171108T153609_R068_T17MPN_20201014T190040.tif,1481.0,14.81,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20171113T153621_R068_T17MPN_20201014T193640.tif,472.0,4.72,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20171203T153611_R068_T17MPN_20201014T115357.tif,752.0,7.52,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.tif,2100.0,21.0,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20180522T153621_R068_T17MPN_20201012T125615.tif,327.0,3.27,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20180815T153619_R068_T17MPN_20201011T021736.tif,1065.0,10.65,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif,428.0,4.28,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20180904T153609_R068_T17MPN_20201011T084140.tif,462.0,4.62,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif,398.0,3.98,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif,1208.0,12.08,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20181103T153619_R068_T17MPN_20201008T153241.tif,918.0,9.18,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20181118T153611_R068_T17MPN_20201008T193732.tif,958.0,9.58,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20181123T153619_R068_T17MPN_20201008T211042.tif,312.0,3.12,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20181208T153611_R068_T17MPN_20201008T082328.tif,905.0,9.05,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20190117T153621_R068_T17MPN_20201008T021733.tif,1350.0,13.5,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20190303T153619_R068_T17MPN_20201030T120231.tif,986.0,9.86,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif,1865.0,18.65,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20190422T153629_R068_T17MPN_20201105T153234.tif,2163.0,21.63,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20190512T153629_R068_T17MPN_20201006T132522.tif,548.0,5.48,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821.tif,405.0,4.05,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20190601T153629_R068_T17MPN_20201005T205712.tif,966.0,9.66,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20190626T153621_R068_T17MPN_20201006T063531.tif,1429.0,14.29,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20190721T153629_R068_T17MPN_20201005T174325.tif,525.0,5.25,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20190825T153621_R068_T17MPN_20201005T044032.tif,778.0,7.78,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20191029T153619_R068_T17MPN_20201004T072918.tif,2254.0,22.54,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20191223T153611_R068_T17MPN_20201003T083758.tif,2191.0,21.91,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20191228T153619_R068_T17MPN_20201003T104517.tif,1351.0,13.51,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20200112T153611_R068_T17MPN_20201002T174345.tif,2056.0,20.56,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif,343.0,3.43,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20200322T153621_R068_T17MPN_20201014T112223.tif,622.0,6.22,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif,1697.0,16.97,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20200625T153619_R068_T17MPN_20200824T030530.tif,675.0,6.75,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507.tif,1970.0,19.7,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20200804T153619_R068_T17MPN_20200816T043710.tif,303.0,3.03,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20200809T153631_R068_T17MPN_20200815T143601.tif,539.0,5.39,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20201003T153619_R068_T17MPN_20201005T071122.tif,1264.0,12.64,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20201212T153619_R068_T17MPN_20201213T123352.tif,579.0,5.79,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20201222T153619_R068_T17MPN_20201225T061430.tif,2034.0,20.34,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif,746.0,7.46,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif,2232.0,22.32,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20210220T153619_R068_T17MPN_20210221T012505.tif,874.0,8.74,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20210406T153621_R068_T17MPN_20210407T073226.tif,480.0,4.8,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20210720T153619_R068_T17MPN_20210721T021753.tif,315.0,3.15,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20210903T153621_R068_T17MPN_20210904T060315.tif,1202.0,12.02,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20210913T153621_R068_T17MPN_20210914T084525.tif,939.0,9.39,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif,757.0,7.57,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.tif,1164.0,11.64,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif,2047.0,20.47,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20220725T153629_R068_T17MPN_20220727T082159.tif,1093.0,10.93,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2A_MSIL2A_20220809T153631_R068_T17MPN_20220811T035803.tif,280.0,2.8,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20220903T153619_R068_T17MPN_20220904T010945.tif,1456.0,14.56,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20220913T153619_R068_T17MPN_20220914T070128.tif,310.0,3.1,Lenght Box
ROI_0069_01,D:\scburning\ROI_0069_01\S2B_MSIL2A_20221122T153619_R068_T17MPN_20221123T034631.tif,537.0,5.37,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2A_MSIL2A_20170407T153621_R068_T17MPN_20210209T053659.tif,474.0,4.74,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2A_MSIL2A_20170427T153621_R068_T17MPN_20210209T110952.tif,287.0,2.87,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2B_MSIL2A_20180127T153609_R068_T17MPN_20201014T092056.tif,343.0,3.43,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2A_MSIL2A_20180211T153621_R068_T17MPN_20201026T024539.tif,387.0,3.87,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2B_MSIL2A_20180427T153619_R068_T17MPN_20201026T075457.tif,881.0,8.81,Lenght Box
ROI_0069_02,D:\scburning\ROI_0069_02\S2A_MSIL2A_20180522T153621_R068_T17MPN_20201012T125615.tif,436.0,4.36,Lenght Box
